,latitude,longitude
2231,1.3586,103.99011
2232,1.35837,103.99016
2233,1.35717,103.99019
2234,1.35845,103.99019
2235,1.35917,103.9904
2236,1.36088,103.9904
2237,1.36075,103.99049
2238,1.39067,103.9913
2239,1.37613,103.9958
2240,1.38053,103.99754
2241,1.38093,103.99773
2242,1.38911,103.99815
2243,1.31243,103.99862
2244,1.38385,103.99895
2245,1.3841,103.99901
2246,1.38445,103.99916
2247,1.38145,104.0008
2248,1.38418,104.00108
2249,1.38411,104.0011
2250,1.37612,104.00377
2251,1.37364,104.00587
